~~~~~~~~~~~~~~~
Text File : monsname_kor.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	알
WAZAINFO_113	5턴 동안 이상한 장막을 쳐서 상대로부터 받는 특수공격의 데미지를 약하게 한다.
WAZAINFO_114	흑안개를 뿜어 배틀에 참가 중인 포켓몬 전원의 능력 변화를 원래대로 돌린다.
WAZAINFO_115	5턴 동안 이상한 장막을 쳐서 상대로부터 받는 물리공격의 데미지를 약하게 한다.
WAZAINFO_116	깊게 숨을 들이마셔 기합을 넣는다. 자신의 공격이 급소에 맞기 쉬워진다.
WAZAINFO_117	2턴 동안 공격을 견뎌 입은 데미지를 2배로 만들어 상대에게 돌려준다.
WAZAINFO_118	손가락을 흔들어 자신의 뇌를 자극해서 모든 기술 중 어느 하나를 날린다.
WAZAINFO_119	상대가 사용한 기술을 흉내 내어 자신도 똑같은 기술을 쓴다.
WAZAINFO_120	폭발을 일으켜서 자신의 주위에 있는 포켓몬을 공격한다. 쓰고 나서 기절하게 된다.
WAZAINFO_121	큰 알을 온 힘을 다해 상대에게 내던져서 공격한다.
WAZAINFO_122	긴 혀로 상대를 핥아서 공격한다. 마비 상태로 만들 때가 있다.
WAZAINFO_123	더러운 가스를 상대에게 내뿜어 공격한다. 독 상태로 만들 때가 있다.
WAZAINFO_124	더러운 오물을 상대에게 내던져서 공격한다. 독 상태로 만들 때가 있다.
WAZAINFO_125	손에 들고 있는 뼈로 상대를 세게 때려서 공격한다. 상대를 풀죽게 만들 때가 있다.
WAZAINFO_126	큰 대자의 불꽃으로 상대를 불태운다. 화상 상태로 만들 때가 있다.
WAZAINFO_127	굉장한 기세로 상대에게 돌진한다. 상대를 풀죽게 만들 때가 있다.
WAZAINFO_128	매우 튼튼하고 두꺼운 껍질에 4-5턴 동안 상대를 끼워서 공격한다.
WAZAINFO_129	별 모양의 빛을 발사해서 상대를 공격한다. 공격은 반드시 명중한다.
WAZAINFO_130	1턴째에 머리를 움츠려 방어를 올린다. 2턴째에 상대를 공격한다.
WAZAINFO_131	날카로운 침을 상대에게 발사해서 공격한다. 2-5회 동안 연속으로 쓴다.
WAZAINFO_132	촉수나 덩굴 등을 휘감아서 공격한다. 상대의 스피드를 떨어뜨릴 때가 있다.
WAZAINFO_133	머리를 비워서 순간적으로 무언가를 잊어버림으로써 자신의 특수방어를 크게 올린다.
WAZAINFO_134	숟가락을 휘어서 주의를 끌어 상대의 명중률을 낮춘다.
WAZAINFO_135	자신의 최대 HP 절반을 회복한다.
WAZAINFO_136	점프해서 무릎차기로 상대를 공격한다. 빗나가면 자신이 데미지를 입는다.
WAZAINFO_137	배의 무늬로 겁을 주어 상대를 마비 상태로 만든다.
WAZAINFO_138	잠자고 있는 상대의 꿈을 먹어 공격한다. 데미지의 절반을 HP로 회복한다.
WAZAINFO_139	독가스를 상대의 얼굴에 내뿜어 독 상태로 만든다.
WAZAINFO_140	둥근 것을 상대에게 내던져서 공격한다. 2-5회 동안 연속으로 쓴다.
WAZAINFO_141	피를 빨아서 상대를 공격한다. 준 데미지의 절반을 HP로 회복한다.
WAZAINFO_142	무서운 얼굴로 키스한다. 상대를 잠듦 상태로 만든다.
WAZAINFO_143	2턴째에 상대를 공격한다. 가끔 풀죽게 만든다. 급소에도 맞기 쉽다.
WAZAINFO_144	상대 포켓몬으로 변신하여 상대와 완전히 똑같은 기술을 사용할 수 있다.
WAZAINFO_145	매우 많은 거품을 상대에게 내뿜어 공격한다. 상대의 스피드를 떨어뜨릴 때가 있다.
WAZAINFO_146	리드미컬한 펀치를 날려 상대를 공격한다. 혼란시킬 때가 있다.
WAZAINFO_147	최면 효과가 있는 포자를 훌훌 흩뿌려서 상대를 잠듦 상태로 만든다.
WAZAINFO_148	눈이 부신 빛으로 상대의 명중률을 떨어뜨린다.
WAZAINFO_149	이상한 염력파를 상대에게 발사하여 공격한다. 사용할 때마다 데미지가 바뀐다.
WAZAINFO_150	공격도 하지 않고 팔딱팔딱 튈 뿐 아무 일도 일어나지 않는다...
WAZAINFO_151	세포의 변화로 액체가 되어 자신의 방어를 크게 올린다.
WAZAINFO_152	큰 집게를 상대에게 내리쳐서 공격한다. 급소에 맞기 쉽다.
WAZAINFO_153	큰 폭발로 자신의 주위에 있는 포켓몬을 공격한다. 쓰고 나서는 기절한다.
WAZAINFO_154	손톱이나 낫 등으로 상대를 할퀴어서 공격한다. 2-5회 동안 연속으로 쓴다.
WAZAINFO_155	손에 들고 있는 뼈를 상대에게 날려서 날아갈 때와 돌아올 때 2회 연속 데미지를 준다.
WAZAINFO_156	2턴 동안 계속 잠잔다. 자신의 HP와 상태 이상을 모두 회복한다.
WAZAINFO_157	큰 바위를 세차게 부딪쳐서 공격한다. 상대를 풀죽게 만들 때가 있다.
WAZAINFO_158	날카로운 앞니로 강하게 물어서 공격한다. 상대를 풀죽게 만들 때가 있다.
WAZAINFO_159	몸의 각을 늘려서 더욱 각지게 하여 자신의 공격을 올린다.
WAZAINFO_160	자신의 타입을 배운 기술 중 가장 위에 있는 기술과 같은 타입으로 바꾼다.
WAZAINFO_161	3개의 광선으로 공격한다. 마비, 화상 또는 얼음 상태 중 어느 하나로 만들 때가 있다.
WAZAINFO_162	날카로운 앞니로 강하게 물어서 공격한다. 상대의 HP는 절반이 된다.
WAZAINFO_163	발톱이나 낫 등으로 상대를 베어 갈라서 공격한다. 급소에 맞기 쉽다.
WAZAINFO_164	자신의 HP를 조금 깎아서 분신을 만든다. 분신은 자신의 대타가 된다.
WAZAINFO_165	자신의 PP가 떨어지면 발버둥 쳐 상대를 공격한다. 자신도 조금 데미지를 입는다.
WAZAINFO_166	상대가 쓴 기술을 자신의 것으로 만든다. 한 번 사용하면 스케치는 사라진다.
WAZAINFO_167	3회 연속으로 킥을 날려 공격한다. 기술이 맞을 때마다 위력이 올라간다.
WAZAINFO_168	공격과 동시에 도구를 훔친다. 자신이 도구를 지니고 있을 경우에는 훔칠 수 없다.
WAZAINFO_169	끈적끈적하고 가는 실을 칭칭 휘감아 상대를 배틀에서 도망칠 수 없게 한다.
WAZAINFO_170	상대의 움직임을 마음으로 읽고 다음 공격이 반드시 상대에게 명중되게 한다.
WAZAINFO_171	잠듦 상태의 상대에게 악몽을 꾸게 하여 매 턴 조금씩 HP를 떨어뜨려 간다.
WAZAINFO_172	불꽃을 둘러 상대에게 돌진하여 공격한다. 화상 상태로 만들 때가 있다.
WAZAINFO_173	자신이 잠들어 있을 때 소음을 내어 공격한다. 상대를 풀죽게 만들 때가 있다.
WAZAINFO_174	기술을 쓰는 포켓몬이 고스트타입일 때와 그 이외의 타입일 때는 효과가 다르다.
WAZAINFO_175	바둥바둥 난동 부려서 공격한다. 자신의 HP가 적을수록 기술의 위력이 올라간다.
WAZAINFO_176	상대가 마지막으로 쓴 기술에 저항할 수 있도록 자신의 타입을 변화시킨다.
WAZAINFO_177	공기의 소용돌이를 발사하여 공격한다. 급소에 맞기 쉽다.
WAZAINFO_178	솜처럼 폭신폭신한 포자를 착 달라붙게 해서 상대의 스피드를 크게 떨어뜨린다.
WAZAINFO_179	힘을 쥐어짜서 공격한다. 자신의 HP가 적을수록 기술의 위력이 올라간다.
WAZAINFO_180	상대가 마지막으로 사용한 기술에 원한을 품어 그 기술의 PP를 4만큼 줄인다.
WAZAINFO_181	차가운 가랑눈을 상대에게 내뿜어 공격한다. 얼음 상태로 만들 때가 있다.
WAZAINFO_182	상대의 공격을 전혀 받지 않는다. 연속으로 쓰면 실패하기 쉽다.
WAZAINFO_183	눈에 보이지 않는 굉장한 속도로 펀치를 날린다. 반드시 선제공격을 할 수 있다.
WAZAINFO_184	무서운 얼굴로 노려보고 겁주어 상대의 스피드를 크게 떨어뜨린다.
WAZAINFO_185	슬금슬금 상대에게 다가가 방심한 틈을 타서 세게 때린다. 공격은 반드시 명중한다.
WAZAINFO_186	천사처럼 귀엽게 키스하여 상대를 혼란시킨다.
WAZAINFO_187	자신의 HP를 최대 HP의 절반만큼 감소시켜 자신의 공격을 최대로 올린다.
WAZAINFO_188	더러운 오물을 상대에게 내던져서 공격한다. 독 상태로 만들 때가 있다.
WAZAINFO_189	상대의 얼굴 등에 진흙을 내던져서 공격한다. 명중률을 떨어뜨린다.
WAZAINFO_190	상대의 얼굴 등에 먹물을 내뿜어 공격한다. 명중률을 떨어뜨릴 때가 있다.
WAZAINFO_191	상대의 발밑에 압정을 뿌린다. 교체된 상대 포켓몬에게 데미지를 준다.
WAZAINFO_192	대포처럼 전기를 발사해서 공격한다. 상대를 마비 상태로 만든다.
WAZAINFO_193	고스트타입에 효과가 없는 기술이나 회피율이 높은 상대라 할지라도 공격이 맞게 된다.
WAZAINFO_194	기술을 쓴 뒤 상대의 공격으로 기절했을 때 공격 상대도 기절하게 한다. 연속으로 쓰면 실패한다.
WAZAINFO_195	노래를 들은 포켓몬은 3턴이 지나면 기절한다. 교체되면 효과가 없어진다.
WAZAINFO_196	차가운 냉기를 상대에게 내뿜어 공격한다. 상대의 스피드를 떨어뜨린다.
WAZAINFO_197	상대의 공격을 전혀 받지 않는다. 연속으로 쓰면 실패하기 쉽다.
WAZAINFO_198	단단한 뼈로 상대를 세게 때려서 공격한다. 2-5회 동안 연속으로 쓴다.
WAZAINFO_199	조준을 잘 맞춰 다음 공격이 반드시 상대에게 명중하도록 한다.
WAZAINFO_200	2-3턴 동안 마구 난동 부려서 공격한다. 난동 부린 뒤에는 혼란에 빠진다.
WAZAINFO_201	5턴 동안 모래바람을 일으켜 바위 땅, 강철타입 이외의 상대에게 데미지를 준다. 바위타입의 특수방어가 올라간다.
WAZAINFO_202	양분을 흡수하여 공격한다. 입힌 데미지의 절반에 해당하는 HP를 회복할 수 있다.
WAZAINFO_203	공격을 받아도 HP를 반드시 1만큼은 남긴다. 연속으로 쓰면 실패하기 쉽다.
WAZAINFO_204	귀엽게 바라보고 방심을 유도하여 상대의 공격을 크게 떨어뜨린다.
WAZAINFO_205	5턴 동안 구르기를 반복하여 공격한다. 기술이 맞을 때마다 위력이 올라간다.
WAZAINFO_206	상대의 HP가 반드시 1만 남도록 조절하여 공격한다.
WAZAINFO_207	상대를 화내게 해서 혼란시킨다. 분노로 상대의 공격은 크게 올라가 버린다.
WAZAINFO_208	자신의 최대 HP 절반을 회복한다.
WAZAINFO_209	전기를 둘러 상대에게 돌진하여 공격한다. 마비 상태로 만들 때가 있다.
WAZAINFO_210	낫이나 발톱 등으로 상대를 베어 공격한다. 연속으로 맞히면 위력이 올라간다.
WAZAINFO_211	단단한 날개를 상대에게 부딪쳐서 공격한다. 자신의 방어가 올라갈 때가 있다.
WAZAINFO_212	빨려 들어갈 것 같은 까만 눈빛으로 가만히 응시하여 상대를 배틀에서 도망갈 수 없게 한다.
WAZAINFO_213	수컷은 암컷을 암컷은 수컷을 유혹하여 헤롱헤롱하게 만든다. 상대가 기술을 쓰기 어려워진다.
WAZAINFO_214	자신이 배운 기술 중 하나를 무작위로 날린다. 자신이 잠들어 있을 때만 쓸 수 있다.
WAZAINFO_215	기분 좋은 방울소리를 들려주어 같은 편 전원의 상태 이상을 회복한다.
WAZAINFO_216	트레이너를 위해 전력으로 상대를 공격한다. 친밀할수록 위력이 올라간다.
WAZAINFO_217	덫을 설치한 상자를 상대에게 건네어 공격한다. HP가 회복돼버릴 때도 있다.
WAZAINFO_218	불만을 풀기 위해 전력으로 상대를 공격한다. 친밀하지 않을수록 위력이 올라간다.
WAZAINFO_219	5턴 동안 이상한 힘의 보호를 받아 상태 이상이 되지 않는다.
WAZAINFO_220	자신의 HP와 상대의 HP를 합친 것을 자신과 상대가 사이좋게 나눈다.
WAZAINFO_221	신비한 불꽃으로 상대를 태워서 공격한다. 화상 상태로 만들 때가 있다.
WAZAINFO_222	땅을 흔들어서 자신의 주위에 있는 포켓몬을 공격한다. 기술의 위력이 여러모로 바뀐다.
WAZAINFO_223	혼신의 힘으로 펀치를 날려서 공격한다. 상대를 반드시 혼란시킨다.
WAZAINFO_224	단단하고 훌륭한 뿔로 마음껏 상대를 꿰찔러서 공격한다.
WAZAINFO_225	굉장한 숨결을 상대에게 내뿜어 공격한다. 마비 상태로 만들 때가 있다.
WAZAINFO_226	교대 포켓몬과 바뀐다. 능력 변화는 바뀐 포켓몬이 그대로 이어받는다.
WAZAINFO_227	상대에게 앵콜시킨 기술을 3번 연속으로 쓰게 한다.
WAZAINFO_228	상대 포켓몬이 교체될 때 기술을 쓰면 2배의 위력으로 공격할 수 있다.
WAZAINFO_229	회전해서 상대를 공격한다. 조이기, 김밥말이, 씨뿌리기 등을 날려버린다. 자신의 스피드도 오른다.
WAZAINFO_230	향기로 상대의 회피율을 크게 떨어뜨린다.
WAZAINFO_231	단단한 꼬리로 상대를 힘껏 쳐서 공격한다. 상대의 방어를 떨어뜨릴 때가 있다.
WAZAINFO_232	강철의 발톱으로 상대를 베어 갈라 공격한다. 자신의 공격이 올라갈 때도 있다.
WAZAINFO_233	상대보다 나중에 공격한다. 그 대신 자신의 공격은 반드시 명중한다.
WAZAINFO_234	자신의 HP를 회복한다. 날씨에 따라 회복량이 변한다.
WAZAINFO_235	자신의 HP를 회복한다. 날씨에 따라 회복량이 변한다.
WAZAINFO_236	자신의 HP를 회복한다. 날씨에 따라 회복량이 변한다.
WAZAINFO_237	기술을 쓴 포켓몬에 따라 기술의 타입이 바뀐다.
WAZAINFO_238	양손으로 당수를 상대에게 힘껏 쳐서 공격한다. 급소에 맞기 쉽다.
WAZAINFO_239	회오리를 일으켜 상대를 끌어들여 공격한다. 상대를 풀죽게 만들 때가 있다.
WAZAINFO_240	5턴 동안 비를 내리게 해서 물타입 기술의 위력을 올린다. 불꽃타입의 위력은 떨어진다.
WAZAINFO_241	5턴 동안 햇살을 강하게 해서 불꽃타입 기술의 위력을 올린다. 물타입의 위력은 떨어진다.
WAZAINFO_242	날카로운 이빨로 상대를 깨물어 부숴서 공격한다. 상대의 방어를 떨어뜨릴 때가 있다.
WAZAINFO_243	상대에게 받은 특수공격의 데미지를 2배로 만들어 그 상대에게 돌려준다.
WAZAINFO_244	자신에게 암시를 걸어서 능력 변화 상태를 상대와 똑같은 상태로 만든다.
WAZAINFO_245	눈에 보이지 않는 굉장한 속도로 상대에게 돌진하여 공격한다. 반드시 선제공격을 할 수 있다.
WAZAINFO_246	원시의 힘으로 공격한다. 자신의 모든 능력이 오를 때가 있다.
WAZAINFO_247	까만 그림자의 덩어리를 내던져서 공격한다. 상대의 특수방어를 떨어뜨릴 때가 있다.
WAZAINFO_248	기술을 사용한 2턴 뒤에 상대에게 염동력의 덩어리를 보내어 공격한다.
WAZAINFO_249	펀치로 공격한다. 상대의 방어를 떨어뜨릴 때가 있다.
WAZAINFO_250	세차게 소용돌이치는 물속에 4-5턴 동안 상대를 가두어 공격한다.
WAZAINFO_251	같은 편 전원이 공격한다. 동료 포켓몬이 많을수록 기술의 공격 횟수가 증가한다.
WAZAINFO_252	선제공격으로 상대를 풀죽게 한다. 배틀에 나가서 바로 쓰지 않으면 성공할 수 없다.
WAZAINFO_253	3턴 동안 소란 피워 공격한다. 그동안은 아무도 잠들지 않게 된다.
WAZAINFO_254	힘을 비축해서 자신의 방어와 특수방어를 올린다. 최대 3회까지 비축할 수 있다.
WAZAINFO_255	비축된 힘을 상대에게 부딪쳐서 공격한다. 비축된 만큼 위력이 올라간다.
WAZAINFO_256	비축된 힘을 꿀꺽해서 자신의 HP를 회복한다. 비축된 만큼 회복한다.
WAZAINFO_257	뜨거운 숨결을 상대에게 내뿜어 공격한다. 화상 상태로 만들 때가 있다.
WAZAINFO_258	5턴 동안 싸라기눈을 내리게 해서 얼음타입이 아닌 포켓몬 모두에게 데미지를 준다.
WAZAINFO_259	상대에게 트집을 잡아서 똑같은 기술을 2회 연속으로 쓸 수 없게 한다.
WAZAINFO_260	상대를 부추겨서 혼란시킨다. 동시에 상대의 특수공격도 올라가 버린다.
WAZAINFO_261	으스스하고 괴상한 불꽃을 쏘아 상대를 화상 상태로 만든다.
WAZAINFO_262	자신은 기절하게 되지만 그 대신 상대의 공격과 특수공격을 크게 떨어뜨린다.
WAZAINFO_263	자신이 독, 마비, 화상 상태일 때 날리면 기술의 위력이 2배가 된다.
WAZAINFO_264	정신력을 높여 펀치를 날린다. 기술을 쓰기 전에 공격을 받으면 실패한다.
WAZAINFO_265	마비 상태의 상대에게는 위력이 2배가 되지만 대신 상대의 마비가 풀린다.
WAZAINFO_266	자신에게 주목시켜 상대로부터의 공격을 모두 자신에게 향하게 한다.
WAZAINFO_267	자연의 힘으로 공격한다. 사용하는 장소에 따라 나오는 기술이 변화한다.
WAZAINFO_268	다음 턴에 쓸 전기타입 기술의 위력을 올린다. 자신의 특수방어도 올라간다.
WAZAINFO_269	상대를 화나게 한다. 3턴 동안 상대는 데미지를 주는 기술밖에 쓸 수 없게 된다.
WAZAINFO_270	동료를 돕는다. 도움받은 포켓몬이 쓰는 기술의 위력은 여느 때보다 커진다.
WAZAINFO_271	상대의 빈틈을 노려 자신과 상대가 지닌 물건을 바꿔치기한다.
WAZAINFO_272	상대의 역할을 하여 자신도 상대와 같은 특성으로 변화한다.
WAZAINFO_273	다음 턴에 자신 또는 교체한 포켓몬의 HP를 최대 HP의 절반만큼 회복한다.
WAZAINFO_274	서둘러서 같은 편의 도움을 받아 같은 편 포켓몬이 기억하고 있는 기술 중 하나를 쓴다.
WAZAINFO_275	대지에 뿌리를 박아 매 턴마다 자신의 HP를 회복한다. 뿌리 박고 있으므로 교체할 수 없다.
WAZAINFO_276	엄청난 힘을 발휘하여 상대를 공격한다. 자신의 공격과 방어가 떨어진다.
WAZAINFO_277	상대가 상태 이상이 되는 기술이나 씨뿌리기 등을 썼을 때 되받아친다.
WAZAINFO_278	배틀 중에 사용하여 없어진 자신의 지닌 물건을 재생시켜 사용할 수 있게 한다.
WAZAINFO_279	상대에게 기술을 받으면 그 상대에게 주는 데미지가 2배가 된다.
WAZAINFO_280	수도로 기세 좋게 내려쳐서 상대를 공격한다. 빛의장막이나 리플렉터 등도 파괴할 수 있다.
WAZAINFO_281	큰 하품으로 졸음을 유도한다. 다음 턴에 상대를 잠듦 상태로 만든다.
WAZAINFO_282	상대의 지닌 물건을 탁 쳐서 떨어뜨려 배틀이 끝날 때까지 사용할 수 없게 한다. 물건을 가진 상대에게는 데미지를 더 준다.
WAZAINFO_283	상대의 HP가 자신의 HP와 같아지도록 데미지를 준다.
WAZAINFO_284	분노를 폭발시켜 상대를 공격한다. 자신의 HP가 적을수록 기술의 위력이 떨어진다.
WAZAINFO_285	초능력으로 자신의 특성과 상대의 특성을 바꾼다.
WAZAINFO_286	상대가 자신과 같은 기술을 배웠다면 상대만 그 기술을 사용할 수 없게 한다.
WAZAINFO_287	몸을 쉬게 하여 자신이 입은 독, 마비, 화상의 상태 이상을 치료한다.
WAZAINFO_288	상대의 기술로 기절하면 원념을 담아 그 기술의 PP를 0으로 만든다.
WAZAINFO_289	상대가 사용하려고 한 회복 기술이나 능력 변화의 기술을 빼앗아 자신에게 쓴다.
WAZAINFO_290	사용하는 장소에 따라 추가 효과가 변화하는 공격이다.
